WKT,nama,deskripsi
"POLYGON ((110.0159365 -7.8915255, 110.0598819 -7.9119293, 110.107947 -7.9282516, 110.1560122 -7.9527338, 110.1985842 -7.9744946, 110.2480227 -7.998974, 110.3098208 -8.0193725, 110.3441531 -8.0275316, 110.357886 -8.0547273, 110.3771121 -8.0683245, 110.4086978 -8.0819213, 110.4292971 -8.0927984, 110.4512698 -8.1036751, 110.5158145 -8.1240683, 110.5625064 -8.1376631, 110.5968386 -8.1458198, 110.6778628 -8.1811636, 110.7039553 -8.1825229, 110.7080752 -8.1961158, 110.735541 -8.1933972, 110.7561404 -8.2015528, 110.7781131 -8.192038, 110.7973391 -8.1947565, 110.8261782 -8.202912, 110.8330447 -8.1906787, 110.8302981 -8.1689296, 110.8193118 -8.1566952, 110.8165652 -8.1417415, 110.7987124 -8.1648515, 110.7877261 -8.1566952, 110.7836062 -8.1403821, 110.791846 -8.1159111, 110.7794863 -8.0805616, 110.7767398 -8.0656051, 110.7671267 -8.0533676, 110.7561404 -8.0356905, 110.7520205 -8.0220922, 110.758887 -8.000334, 110.7698733 -7.9853745, 110.7698733 -7.9350524, 110.7698733 -7.9173701, 110.7712466 -7.9024077, 110.7726199 -7.8860843, 110.7822329 -7.8697604, 110.7822329 -7.8520753, 110.7822329 -7.8343896, 110.7808596 -7.8180636, 110.7712466 -7.8044581, 110.7657534 -7.813982, 110.7520205 -7.8248662, 110.7465274 -7.8126214, 110.7382876 -7.8030975, 110.7273013 -7.7935734, 110.7135684 -7.7881309, 110.7108218 -7.8044581, 110.6943423 -7.8071792, 110.6723696 -7.8017369, 110.6723696 -7.7854097, 110.6558902 -7.8044581, 110.6449038 -7.7935734, 110.6325442 -7.7990158, 110.6188113 -7.7990158, 110.6037051 -7.794934, 110.5982119 -7.8071792, 110.574866 -7.8071792, 110.584479 -7.7894915, 110.5734927 -7.7867703, 110.5625064 -7.7799671, 110.5474002 -7.7894915, 110.5336673 -7.8017369, 110.5254275 -7.7786065, 110.5116946 -7.7772458, 110.5103213 -7.763639, 110.4965884 -7.7649997, 110.4732424 -7.665657, 110.4691226 -7.6384358, 110.4691226 -7.6166575, 110.4622561 -7.6003231, 110.4581362 -7.5771816, 110.4553897 -7.5567617, 110.4457766 -7.5390636, 110.4224307 -7.5499548, 110.4032046 -7.5812655, 110.3784854 -7.6030456, 110.3496463 -7.6248245, 110.3070742 -7.6506855, 110.2741153 -7.7105682, 110.2658755 -7.6969593, 110.2658755 -7.6806279, 110.2658755 -7.6615739, 110.2631289 -7.642519, 110.2535159 -7.641158, 110.2411563 -7.6520466, 110.2301699 -7.6493245, 110.2123172 -7.6466023, 110.1999575 -7.6520466, 110.1930911 -7.641158, 110.1821048 -7.6466023, 110.164252 -7.6452412, 110.1505191 -7.6466023, 110.1326663 -7.6547687, 110.1175601 -7.665657, 110.1326663 -7.6819889, 110.1285464 -7.6955983, 110.1340396 -7.7078465, 110.1326663 -7.7255376, 110.1299197 -7.7445887, 110.1175601 -7.7554747, 110.1093203 -7.7745245, 110.098334 -7.7826884, 110.0736148 -7.8099003, 110.0640017 -7.8112609, 110.0598819 -7.8207846, 110.0598819 -7.8398314, 110.0488955 -7.8411919, 110.0447757 -7.8547962, 110.0461489 -7.8697604, 110.0351626 -7.8806431, 110.032416 -7.8969666, 110.0214297 -7.8779224, 110.0159365 -7.8915255))",DIY Yogyakarta,
