WKT,nama,deskripsi
"POLYGON ((106.8508969 -6.2327856, 106.8506823 -6.2331482, 106.8506394 -6.2334042, 106.8506823 -6.2337028, 106.8507681 -6.2342574, 106.8508969 -6.2345134, 106.8513904 -6.2348334, 106.8517337 -6.2350253, 106.8521843 -6.2352813, 106.8524204 -6.235452, 106.8525706 -6.2357079, 106.8526993 -6.2361132, 106.8526778 -6.2364972, 106.8525706 -6.2369238, 106.8522701 -6.237905, 106.8520341 -6.2387582, 106.8518625 -6.2393768, 106.8517337 -6.2398674, 106.8526778 -6.2421498, 106.8539224 -6.2420858, 106.8539009 -6.2419365, 106.8535361 -6.2415738, 106.8534289 -6.2413179, 106.8531285 -6.2408699, 106.8529568 -6.2404433, 106.8529568 -6.2400594, 106.8529568 -6.2397607, 106.8529568 -6.2394621, 106.8532143 -6.2386089, 106.8534074 -6.2379903, 106.853622 -6.2369664, 106.8535576 -6.2361559, 106.8533859 -6.2346414, 106.852871 -6.2347694, 106.8526993 -6.2339588, 106.8525706 -6.2334042, 106.8520985 -6.2333189, 106.8520341 -6.2334895, 106.8512616 -6.2334469, 106.8512187 -6.2332336, 106.8512831 -6.2330202, 106.8508969 -6.2327856))",Tebet Eco Park,
